Data.Fat.Total Lipid,Data.Fat.Saturated Fat,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Cholesterol,Cluster,PCA1,PCA2,Cluster_PCA,Category
2.0,0.328,0.248,0.832,0,0,-0.858358800364984,-0.27658138987349234,1,CEREALS RTE
0.34,0.165,0.042,0.113,1,0,-1.0027600085481176,-0.23797869703150717,1,CEREALS RTE
10.7,1.83,1.5,6.62,0,0,0.1296563042533261,-0.5097332362617634,1,CEREALS RTE
7.78,1.36,1.04,4.84,0,0,-0.18869139067849883,-0.4373917459985322,1,CEREALS RTE
10.94,0.592,7.81,1.56,0,0,0.07851658227203526,-0.3604206585502311,1,CEREALS RTE
3.45,0.531,1.011,1.38,0,0,-0.6924088451374483,-0.3022778598209859,1,CEREALS RTE
3.7,0.634,0.559,1.952,0,0,-0.6606138247858202,-0.3218429743526458,1,CEREALS RTE
3.33,0.489,1.076,1.168,0,0,-0.71278580687168,-0.29443791384636336,1,CEREALS RTE
1.2,0.155,0.3,0.516,0,0,-0.9211610496188886,-0.26588619456548424,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.97,0.1,0.14,0.3,0,0,-0.9627971022022457,-0.25660649131083396,1,CEREALS
0.19,0.019,0.027,0.057,0,0,-1.024360072232595,-0.24622053278393155,1,CEREALS
5.97,1.76,1.57,0.87,2,0,-0.5230496750040976,-0.24800958084769156,1,CEREALS
1.1,0.308,0.284,0.142,0,0,-0.9472780373081915,-0.24704346374421582,1,CEREALS
1.65,0.24,0.42,0.64,0,0,-0.8804944051711933,-0.27079714831733115,1,CEREALS
0.33,0.044,0.077,0.167,0,0,-1.0048239631006872,-0.2508442321011901,1,CEREALS
0.5,0.136,0.156,0.134,0,0,-0.9897838920217681,-0.24840814782523707,1,CEREALS
0.1,0.027,0.031,0.027,0,0,-1.0292338451810104,-0.24470988555104586,1,CEREALS
1.5,0.238,0.205,0.829,0,0,-0.8852891262050019,-0.2772333010132189,1,CEREALS
0.22,0.034,0.029,0.119,0,0,-1.0168841007126561,-0.24858191854687486,1,CEREALS
1.3,0.207,0.178,0.718,0,0,-0.9057611387934958,-0.2727401080487725,1,CEREALS
0.2,0.034,0.027,0.11,0,0,-1.0184932937410214,-0.24816513469727217,1,CEREALS
1.4,0.222,0.192,0.774,0,0,-0.8954803938850735,-0.2750203111357842,1,CEREALS
0.24,0.038,0.033,0.134,0,0,-1.0143511671283436,-0.24918514930216243,1,CEREALS
1.2,0.203,0.166,0.666,0,0,-0.9148158359844022,-0.27042786532919344,1,CEREALS
0.2,0.034,0.028,0.111,0,0,-1.0183363464915516,-0.24821310027735044,1,CEREALS
1.1,0.0,0.0,0.0,0,0,-1.0005630306374496,-0.24529598124264454,1,CEREALS
0.3,0.044,0.0,0.0,0,0,-1.0256086728080536,-0.24334041641347193,1,CEREALS
0.5,0.08,0.06,0.22,0,0,-0.9931606974033697,-0.2525028543799465,1,CEREALS
0.07,0.01,0.01,0.03,0,0,-1.0326874690599583,-0.2449932805595966,1,CEREALS
2.1,0.321,0.243,0.813,0,0,-0.8573039172765451,-0.27602860709866484,1,CEREALS
0.43,0.069,0.05,0.167,0,0,-1.0015782276063248,-0.2503372216217936,1,CEREALS
1.27,0.299,0.168,0.743,1,0,-0.8985413091424601,-0.26383779483750835,1,CEREALS
5.3,0.686,1.51,1.26,0,0,-0.5914609264593714,-0.29987150479353447,1,CEREALS
1.0,0.175,0.305,0.368,0,0,-0.9390341921734353,-0.2590567880133376,1,CEREALS
6.52,1.11,1.98,2.3,0,0,-0.39792143644110045,-0.3398146955000505,1,CEREALS
1.52,0.31,0.435,0.559,0,0,-0.8861288057952782,-0.26596898889521936,1,CEREALS
6.25,1.537,2.129,2.426,0,0,-0.3571362356404736,-0.3374054922887299,1,CEREALS
1.36,0.267,0.37,0.422,0,0,-0.910953840044467,-0.26044202768891284,1,CEREALS
4.39,0.734,1.51,1.26,0,0,-0.6200886579717276,-0.297686507440823,1,CEREALS
1.0,0.167,0.344,0.287,0,0,-0.9436519887890035,-0.2560562387666887,1,CEREALS
4.67,0.808,1.67,1.38,0,0,-0.5835789631341137,-0.30264964723114685,1,CEREALS
1.31,0.226,0.467,0.386,0,0,-0.9115509914921889,-0.26024496668310954,1,CEREALS
4.83,0.835,1.74,1.44,0,0,-0.5660180154123718,-0.30529052000760115,1,CEREALS
1.29,0.222,0.463,0.383,0,0,-0.9130640271589081,-0.2601442547183911,1,CEREALS
4.27,0.8,1.49,1.34,0,0,-0.6144775807189552,-0.2994782085107358,1,CEREALS
1.14,0.198,0.397,0.357,0,0,-0.9268948519866814,-0.2589076567143172,1,CEREALS
2.1,0.0,0.0,0.0,0,0,-0.9655451267626403,-0.24668181765668268,1,CEREALS
0.3,0.052,0.04,0.146,0,0,-1.0097819243882342,-0.249543974563975,1,CEREALS
2.2,0.326,0.288,1.005,0,0,-0.8339084010668092,-0.2843852588805705,1,CEREALS
0.4,0.053,0.0,0.0,0,0,-1.0214996522305,-0.2433057713893876,1,CEREALS
3.6,0.719,1.42,1.3,1,0,-0.6511833156352634,-0.28993148226365834,1,CEREALS RTE
2.8,0.5,1.012,1.04,0,0,-0.7460872052195808,-0.2877417992810582,1,CEREALS RTE
8.8,1.6,3.346,3.304,0,0,-0.10139728299653077,-0.38390472960781,1,CEREALS RTE
2.9,0.43,0.41,1.46,0,0,-0.7549292545095193,-0.3031502881103797,1,CEREALS
0.5,0.075,0.071,0.252,0,0,-0.9899868064090096,-0.25400612179179716,1,CEREALS
2.0,0.3,0.283,1.008,0,0,-0.8427710066931559,-0.28470371459138333,1,CEREALS
0.4,0.06,0.057,0.202,0,0,-0.9997576023586352,-0.25197717810007003,1,CEREALS
2.15,0.41,0.31,1.07,0,0,-0.8228843407934945,-0.28555510127657435,1,CEREALS RTE
2.21,0.45,0.35,1.26,0,0,-0.7990578517675302,-0.2930684543667154,1,CEREALS RTE
1.1,0.2,0.119,0.439,0,0,-0.9411950259242214,-0.2605548604540686,1,CEREALS RTE
0.8,0.072,0.0,0.0,0,0,-1.006210560279312,-0.24349440099452785,1,CEREALS
0.5,0.13,0.0,0.0,0,0,-1.012802670216843,-0.24196228755939275,1,CEREALS RTE
1.2,0.2,0.0,0.0,0,0,-0.9835672360261342,-0.24158503898431158,1,CEREALS RTE
1.2,0.155,0.3,0.516,0,0,-0.9211610496188886,-0.26588619456548424,1,CEREALS
1.2,0.155,0.3,0.516,0,0,-0.9211610496188886,-0.26588619456548424,1,CEREALS
1.2,0.155,0.3,0.516,0,0,-0.9211610496188886,-0.26588619456548424,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.2,0.03,0.05,0.08,0,0,-1.0196579362237317,-0.2471258755653871,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.19,0.025,0.048,0.083,0,0,-1.0202344024013512,-0.24732170701798736,1,CEREALS
0.1,0.02,0.031,0.027,0,0,-1.0297061353288446,-0.24484461895753665,1,CEREALS
0.22,0.034,0.029,0.119,0,0,-1.0168841007126561,-0.24858191854687486,1,CEREALS
0.2,0.031,0.0,0.0,0,0,-1.0299875734700836,-0.243452051955551,1,CEREALS
0.24,0.038,0.033,0.134,0,0,-1.0143511671283436,-0.24918514930216243,1,CEREALS
0.5,0.08,0.06,0.22,0,0,-0.9931606974033697,-0.2525028543799465,1,CEREALS
0.07,0.01,0.01,0.03,0,0,-1.0326874690599583,-0.2449932805595966,1,CEREALS
0.43,0.061,0.046,0.155,0,0,-1.0034257087182195,-0.24996432781042383,1,CEREALS
1.31,0.462,0.265,0.521,1,0,-0.8980313826558373,-0.25204990143741496,1,CEREALS
0.97,0.185,0.255,0.212,0,0,-0.9562664898240514,-0.25198554163865416,1,CEREALS
1.52,0.31,0.435,0.559,0,0,-0.8861288057952782,-0.26596898889521936,1,CEREALS
0.4,0.053,0.0,0.0,0,0,-1.0214996522305,-0.2433057713893876,1,CEREALS
0.45,0.091,0.067,0.24,0,0,-0.9919659022077847,-0.253101993051757,1,CEREALS
0.4,0.06,0.057,0.202,0,0,-0.9997576023586352,-0.25197717810007003,1,CEREALS
0.8,0.072,0.0,0.0,0,0,-1.006210560279312,-0.24349440099452785,1,CEREALS
0.3,0.056,0.0,0.0,0,0,-1.0247990325546235,-0.24310944485948774,1,CEREALS
5.2,1.3,2.2,1.7,0,0,-0.46649039502874984,-0.31054198542376793,1,CEREALS RTE
3.64,0.91,1.82,0.91,0,0,-0.6419181002928799,-0.28049034368149195,1,CEREALS RTE
1.9,0.3,0.271,0.925,0,0,-0.8541905600867021,-0.2810163078115058,1,CEREALS RTE
4.5,0.6,2.008,1.466,0,0,-0.5719354571343066,-0.3120770334409962,1,CEREALS RTE
11.67,1.67,5.0,3.33,0,0,0.12505160240529817,-0.3976947662468001,1,CEREALS RTE
4.66,0.68,2.26,1.42,0,0,-0.5467117489119978,-0.3103670664546091,1,CEREALS RTE
2.58,0.52,0.57,1.28,0,0,-0.7638482295987218,-0.29441099421607275,1,CEREALS
8.18,0.91,3.64,2.73,0,0,-0.19729282266629772,-0.3740793967437127,1,CEREALS RTE
3.5,0.961,2.079,0.231,0,0,-0.6824523187041683,-0.2524575639232146,1,CEREALS RTE
2.6,0.464,1.61,0.419,1,0,-0.7646119866414289,-0.2577174495283619,1,CEREALS RTE
4.01,0.75,1.33,1.28,0,0,-0.6435681473842454,-0.29659343629357005,1,CEREALS RTE
7.45,5.79,0.76,0.79,0,0,-0.2657182643614078,-0.18036240551033056,1,CEREALS RTE
18.02,2.22,5.84,3.18,0,0,0.4322179149790097,-0.3947419182954738,2,CEREALS RTE
4.32,0.9,1.45,1.76,0,0,-0.5731614865510034,-0.31496733448358893,1,CEREALS RTE
4.48,0.8,1.47,1.42,0,0,-0.6017636165813611,-0.30299757914419434,1,CEREALS RTE
5.11,0.91,1.57,2.04,0,0,-0.5123903334410955,-0.3283257891060092,1,CEREALS RTE
2.33,0.525,0.975,0.775,0,0,-0.7860439781774193,-0.2752866819452824,1,CEREALS READY TO EAT
11.33,6.97,2.34,1.49,1,0,0.1236078628581922,-0.19388550632696983,1,CEREALS RTE
4.07,1.25,1.19,1.12,0,0,-0.6314045073805917,-0.27950005920049453,1,CEREALS RTE
5.54,2.57,1.37,1.08,0,0,-0.48131538439197336,-0.25555132771119216,1,CEREALS RTE
5.51,2.44,0.98,0.51,1,0,-0.5669870252514498,-0.22369160615452147,1,CEREALS
1.67,0.0,1.667,0.0,0,0,-0.8606525796150963,-0.25623629466592274,1,CEREALS READY TO EAT
7.52,1.588,2.384,1.28,0,0,-0.3882740599066425,-0.29174602955113965,1,CEREALS
1.36,0.288,0.433,0.232,0,0,-0.9211521406469664,-0.2524648878465396,1,CEREALS
5.5,0.94,1.73,2.11,0,0,-0.47924692476313563,-0.3321944383057812,1,CEREALS
7.09,1.253,2.57,2.83,0,0,-0.28081363061323156,-0.3636393095310857,1,CEREALS
0.95,0.24,0.08,0.48,0,0,-0.9430705339393729,-0.2610565474594233,1,CEREALS
7.97,1.43,2.61,3.03,0,0,-0.21817915258526924,-0.370070888898226,1,CEREALS
2.24,0.47,0.2,1.03,0,0,-0.8269993210999885,-0.2821801145869583,1,CEREALS
1.79,0.341,0.649,0.714,0,0,-0.8460101878026933,-0.27354040496233945,1,CEREALS
1.75,0.3,0.552,0.673,0,0,-0.8606415344067012,-0.2719665507369526,1,CEREALS
0.95,0.17,0.31,0.36,0,0,-0.9414425906361492,-0.2587791668840706,1,CEREALS
0.07,0.01,0.04,0.022,0,0,-1.0312087283149116,-0.24484093845847626,1,CEREALS
1.03,0.458,0.184,0.096,0,0,-0.9507139717293569,-0.2415240873201628,1,CEREALS
4.0,0.0,2.536,1.272,0,0,-0.6084221320650615,-0.3180236386486132,1,CEREALS RTE
0.95,0.17,0.31,0.36,0,0,-0.9414425906361492,-0.2587791668840706,1,CEREALS
0.07,0.01,0.04,0.022,0,0,-1.0312087283149116,-0.24484093845847626,1,CEREALS
2.7,0.2,0.5,1.9,0,0,-0.7335786650931361,-0.32627377587758266,1,CEREALS RTE
4.55,0.0,2.73,0.91,0,0,-0.6059697887186167,-0.30480780058181794,1,CEREALS RTE
3.33,0.379,0.44,1.366,0,0,-0.7491430545848027,-0.300974100105983,1,CEREALS RTE
3.64,0.91,1.82,0.91,0,0,-0.6419181002928799,-0.28049034368149195,1,CEREALS RTE
1.61,0.4,0.214,0.368,0,0,-0.9090404898846514,-0.25501733129672205,1,CEREALS RTE
1.82,0.297,0.262,0.914,0,0,-0.8587769106915377,-0.2804477404344127,1,CEREALS RTE
0.47,0.096,0.105,0.235,0,0,-0.9886188327495522,-0.25305547134264655,1,CEREALS
0.47,0.095,0.105,0.235,0,0,-0.9886863027706714,-0.25307471897214523,1,CEREALS
3.5,0.6,0.7,2.2,0,0,-0.6386877343383902,-0.333464165813074,1,CEREALS RTE
1.8,0.4,0.5,0.9,0,0,-0.8365922674894217,-0.27930043132444804,1,CEREALS RTE
3.5,0.8,1.7,1.0,0,0,-0.6552277655369461,-0.28545177505394737,1,CEREALS RTE
1.28,0.255,0.22,0.36,0,0,-0.930627748632659,-0.2570524331155377,1,CEREALS RTE
6.36,0.91,2.73,0.91,0,0,-0.48118966348676495,-0.28980082164742466,1,CEREALS RTE
5.45,0.91,1.82,0.91,0,0,-0.5785356942794749,-0.28299870759090096,1,CEREALS RTE
5.0,0.0,3.33,1.67,0,0,-0.48244474339185484,-0.3409110255560312,1,CEREALS RTE
3.57,0.528,1.232,1.296,0,0,-0.6796461700085151,-0.3003299436828357,1,CEREALS RTE
3.33,0.5,1.67,0.85,0,0,-0.6963292121914428,-0.2845263164051257,1,CEREALS RTE
1.67,0.517,0.332,0.571,0,0,-0.8733013708275016,-0.2620679553793215,1,CEREALS RTE
3.3,0.692,1.633,0.703,0,0,-0.6995816177277939,-0.27440804773917654,1,CEREALS RTE
5.0,0.0,3.33,0.0,0,0,-0.6243805369236171,-0.27097716053515614,1,CEREALS RTE
9.38,1.422,3.211,3.061,0,0,-0.12346352244511198,-0.3771365703530263,1,CEREALS RTE
3.33,0.522,1.67,0.0,0,0,-0.7670876408896941,-0.2485077875575057,1,CEREALS RTE
5.0,0.0,3.0,0.0,0,0,-0.6481259365148139,-0.2689677858499724,1,CEREALS RTE
4.6,0.85,2.115,1.142,0,0,-0.5714041393140025,-0.294487226881497,1,CEREALS RTE
3.33,0.452,1.116,1.341,0,0,-0.6977004390876381,-0.30263828260308784,1,CEREALS RTE
3.3,0.5,1.5,1.3,0,0,-0.671366055975214,-0.30229406354546867,1,CEREALS RTE
5.0,1.4,2.0,1.6,0,0,-0.4896372742724657,-0.30293459576351034,1,CEREALS RTE
5.5,0.8,2.9,1.8,0,0,-0.4308518556767421,-0.3290315176236661,1,CEREALS RTE
1.4,0.4,0.2,0.8,0,0,-0.8806853052537127,-0.2727317359114986,1,CEREALS RTE
4.6,0.9,1.6,0.6,0,0,-0.6511532420495513,-0.2676919043874629,1,CEREALS RTE
2.0,0.4,0.3,1.3,0,0,-0.8099832407287352,-0.29511042212005584,1,CEREALS RTE
1.41,0.261,0.244,0.61,0,0,-0.9026957895669337,-0.26773238388330206,1,CEREALS RTE
3.45,0.87,0.6,0.62,0,0,-0.7637038586134611,-0.2614241385163684,1,CEREALS RTE
3.54,0.95,0.64,0.59,0,0,-0.7548261601156999,-0.2589963170252153,1,CEREALS RTE
3.5,0.92,1.73,0.85,0,0,-0.6577214142824553,-0.27704324505791655,1,CEREALS RTE
5.02,1.25,2.5,1.25,0,0,-0.4928265637908425,-0.2942371659570896,1,CEREALS RTE
1.93,0.36,0.43,0.93,0,0,-0.8372258989800669,-0.2810805612208164,1,CEREALS RTE
9.8,1.4,4.303,4.082,0,0,0.05511165712622662,-0.4275472467638517,1,CEREALS RTE
1.9,0.3,1.0,0.6,0,0,-0.8293570489852158,-0.2718453152502544,1,CEREALS RTE
1.36,0.26,0.2,0.68,0,0,-0.9017308035413241,-0.2703457826790611,1,CEREALS
1.66,0.45,0.55,0.71,0,0,-0.8506718688543189,-0.2704919359440798,1,CEREALS
1.36,0.26,0.2,0.68,0,0,-0.9017308035413241,-0.2703457826790611,1,CEREALS
0.79,0.28,0.07,0.58,0,0,-0.938195005964666,-0.26419167489933093,1,CEREALS
1.41,0.27,0.17,0.97,0,0,-0.8768163478179911,-0.2821841318842718,1,CEREALS RTE
1.6,0.36,0.24,1.0,0,0,-0.8565039964434809,-0.2823976821183073,1,CEREALS RTE
10.3,1.4,0.0,0.0,0,0,-0.5839402854223626,-0.23109899495363803,1,CEREALS RTE
4.5,0.6,0.0,0.0,0,0,-0.8410201447915945,-0.23845924735116392,1,CEREALS RTE
2.2,0.4,0.0,0.0,0,0,-0.9350553279274905,-0.23912134949861297,1,CEREALS RTE
4.2,3.7,0.0,0.0,0,0,-0.6423684504846032,-0.17837584498103257,1,CEREALS RTE
3.9,0.9,0.0,0.0,0,0,-0.8417898807807284,-0.23185345665313586,1,CEREALS RTE
4.1,0.8,0.0,0.0,0,0,-0.8415333021176838,-0.23405538688581187,1,CEREALS RTE
3.3,0.6,0.0,0.0,0,0,-0.8830416294413658,-0.23679624365431814,1,CEREALS RTE
5.6,0.8,0.0,0.0,0,0,-0.7890064463054698,-0.2361341415068691,1,CEREALS RTE
1.4,0.2,0.0,0.0,0,0,-0.9765636552511723,-0.2418622062671192,1,CEREALS RTE
2.9,0.6,0.0,0.0,0,0,-0.8970487909912894,-0.23624190908870288,1,CEREALS RTE
11.8,1.4,0.0,0.0,0,0,-0.5314134296101486,-0.23317774957469525,1,CEREALS RTE
8.4,1.1,0.0,0.0,0,0,-0.670715309120252,-0.23424019461657072,1,CEREALS RTE
8.5,1.1,0.0,0.0,0,0,-0.6672135187327711,-0.23437877825797454,1,CEREALS RTE
2.1,0.6,0.0,0.0,0,0,-0.925063114091137,-0.23513323995747237,1,CEREALS RTE
8.8,1.6,0.0,0.0,0,0,-0.6229731370107422,-0.22517071443284406,1,CEREALS RTE
0.1,0.0,0.0,0.0,0,0,-1.035580934512259,-0.2439101448286064,1,CEREALS RTE
1.9,0.3,0.0,0.0,0,0,-0.9523077012018505,-0.2406303615242699,1,CEREALS RTE
1.4,0.2,0.0,0.0,0,0,-0.9765636552511723,-0.2418622062671192,1,CEREALS RTE
1.1,0.2,0.0,0.0,0,0,-0.9870690264136152,-0.24144645534290776,1,CEREALS RTE
2.1,0.3,0.0,0.0,0,0,-0.9453041204268886,-0.24090752880707753,1,CEREALS RTE
2.59,0.481,0.589,0.86,0,0,-0.8004586491289917,-0.2777030437304941,1,CEREALS RTE
5.48,0.88,1.43,0.46,0,0,-0.6458181746779765,-0.26239854138490376,1,CEREALS RTE
5.44,0.091,1.4,0.63,1,0,-0.6875049612941642,-0.2763898531665998,1,CEREALS RTE
1.13,0.465,0.251,0.358,1,0,-0.9189931892593082,-0.24483158155706222,1,CEREALS RTE
3.29,0.687,1.47,0.976,1,0,-0.6881373624704444,-0.27685424048377333,1,CEREALS RTE
5.92,1.23,2.16,2.27,1,0,-0.3997755898256504,-0.3284372234809095,1,CEREALS
7.34,1.44,3.08,2.23,0,0,-0.2737397208430696,-0.3383659196306217,1,CEREALS RTE
5.17,0.89,1.63,1.82,0,0,-0.526019442739987,-0.31994638823890875,1,CEREALS RTE
4.64,0.79,1.45,1.41,0,0,-0.5991244822306505,-0.3028712433226691,1,CEREALS RTE
1.63,0.28,0.32,0.69,0,0,-0.8814419633809791,-0.27148445328338855,1,CEREALS RTE
1.74,0.31,0.31,0.63,0,0,-0.881384940472512,-0.26848598230915116,1,CEREALS RTE
2.45,0.23,1.88,0.23,0,0,-0.7829458902150209,-0.2638188624608239,1,CEREALS RTE
2.88,0.52,0.83,1.17,0,0,-0.7439834260332765,-0.29180346658475703,1,CEREALS RTE
5.96,1.29,1.8,0.99,0,0,-0.5296777509541526,-0.27961972993907114,1,CEREALS RTE
5.56,1.16,1.69,1.36,0,0,-0.5289242959875015,-0.2963921250224394,1,CEREALS RTE
5.24,1.31,0.81,0.7,0,0,-0.6494249731037316,-0.26006464697001747,1,CEREALS RTE
5.1,0.91,1.77,1.46,0,0,-0.5476444272294708,-0.3052413253705312,1,CEREALS RTE
5.16,0.77,0.8,2.72,0,0,-0.5176969582531998,-0.35487727292335075,1,CEREALS RTE
6.02,1.52,1.22,0.86,0,0,-0.564841804646954,-0.26630034354015153,1,CEREALS RTE
9.56,1.66,1.25,5.98,0,0,0.005882495556557619,-0.4831022240514659,1,CEREALS RTE
1.82,0.0,0.0,0.0,0,0,-0.9753501398475869,-0.246293783460752,1,CEREALS RTE
3.7,0.5,2.1,1.1,0,0,-0.6311837392496727,-0.29812649345344705,1,CEREALS RTE
5.0,0.0,2.5,2.5,0,0,-0.47162508185131435,-0.37061469345311804,1,CEREALS RTE
2.4,1.3,0.3,0.8,0,0,-0.7777488067379522,-0.25740360719647387,1,CEREALS RTE
1.6,0.3,0.6,0.7,0,0,-0.8601455733691632,-0.27318161523510875,1,CEREALS RTE
1.9,0.38,0.7,0.8,0,0,-0.8285478755702116,-0.2768541138072545,1,CEREALS RTE
1.0,0.24,0.2,0.6,0,0,-0.9224859688092623,-0.26688170888952,1,CEREALS RTE
2.1,0.4,0.3,1.4,0,0,-0.7979823010279751,-0.299436662349536,1,CEREALS RTE
5.8,0.47,3.23,2.1,0,0,-0.39336874395259197,-0.350371330731856,1,CEREALS RTE
5.1,0.9,1.3,2.9,0,0,-0.45975058280781345,-0.3628742198609802,1,CEREALS RTE
2.9,0.6,0.8,1.3,0,0,-0.7289952448490924,-0.2955526560917166,1,CEREALS RTE
3.3,0.359,0.558,0.866,0,0,-0.785547959442065,-0.2810976983384619,1,CEREALS RTE
3.6,0.4,1.0,1.7,0,0,-0.6695889678400516,-0.31834069667309073,1,CEREALS RTE
1.9,0.4,0.4,1.1,0,0,-0.8232877541090785,-0.28720542672225197,1,CEREALS RTE
2.0,0.38,0.56,0.82,0,0,-0.8334200612072492,-0.27697776677861985,1,CEREALS RTE
3.65,0.63,1.44,0.95,0,0,-0.6844030548502331,-0.2852547755454343,1,CEREALS RTE
0.77,0.1,0.18,0.32,0,0,-0.9652226228610733,-0.25741041591354263,1,CEREALS RTE
2.2,0.5,0.814,0.601,0,0,-0.8186564527844802,-0.2673208601998699,1,CEREALS RTE
9.82,1.65,6.54,0.84,0,0,-0.041897873327215826,-0.30062035429189266,1,CEREALS RTE
3.84,0.9,0.84,0.81,0,0,-0.7146050102526095,-0.2708050967576342,1,CEREALS RTE
6.87,1.11,1.98,2.3,0,0,-0.38566517008491713,-0.34029973824496385,1,CEREALS
5.69,0.93,3.09,1.42,1,0,-0.43339462982210863,-0.3039604721603364,1,CEREALS RTE
0.4,0.13,0.07,0.19,0,0,-0.9951191739655061,-0.2502064824291609,1,CEREALS RTE
4.67,0.87,1.67,1.38,0,0,-0.579395821824725,-0.30145629420222847,1,CEREALS
7.47,3.501,1.52,1.21,0,0,-0.32907398269383503,-0.24666375462113935,1,CERLS
4.93,0.89,1.77,1.47,0,0,-0.5540969563792439,-0.30580945142892607,1,CEREALS
4.39,0.754,1.52,1.27,0,0,-0.6171697850546466,-0.29778121065163216,1,CEREALS
4.78,0.827,1.66,1.44,0,0,-0.5740651312820225,-0.3048880880870866,1,CEREALS
4.76,1.151,1.57,1.24,0,0,-0.5763795192137916,-0.2897008149473022,1,CEREALS
8.37,1.15,2.14,4.2,0,0,-0.15744275546171846,-0.42214830513112866,1,CEREALS
4.75,0.785,1.708,1.41,0,0,-0.5770452777750817,-0.30469088913866854,1,CEREALS
4.62,0.788,1.55,1.37,0,0,-0.5961638644420006,-0.30181586063790783,1,CEREALS
5.04,0.92,1.73,1.5,0,0,-0.5485493717789344,-0.3063972009580316,1,CEREALS
4.65,0.799,1.63,1.41,0,0,-0.585215036861177,-0.3038078955768761,1,CEREALS
4.72,0.808,1.63,1.39,0,0,-0.5838563832625236,-0.30289414414275534,1,CEREALS
4.18,0.698,1.41,1.26,0,0,-0.6370669141794237,-0.2974794950360749,1,CEREALS
1.31,0.226,0.467,0.386,0,0,-0.9115509914921889,-0.26024496668310954,1,CEREALS
2.22,1.039,0.451,0.359,0,0,-0.828277634212202,-0.24462966353151325,1,CLS
1.31,0.237,0.471,0.391,0,0,-0.9100960407688662,-0.26026698164481793,1,CEREALS
1.11,0.19,0.384,0.321,0,0,-0.9324802678570401,-0.2574333491016102,1,CEREALS
1.35,0.327,0.446,0.352,0,0,-0.9077365848537512,-0.25680471702220997,1,CEREALS
2.23,0.306,0.57,1.118,0,0,-0.8043117023619202,-0.29126094051119406,1,CEREALS
1.45,0.247,0.485,0.429,0,0,-0.9002817766874378,-0.2619450781500308,1,CEREALS
1.58,0.267,0.542,0.47,0,0,-0.8867939194316778,-0.2638042973042524,1,CEREALS
1.28,0.22,0.449,0.388,0,0,-0.9141315693629479,-0.26029302824388656,1,CRLS
1.32,0.226,0.456,0.389,0,0,-0.911737351293749,-0.2603174755887194,1,CEREALS
1.19,0.198,0.4,0.358,0,0,-0.9248430980307973,-0.25903709214349246,1,CERLS
1.5,0.259,0.52,0.451,0,0,-0.8933329769195522,-0.26291779836303875,1,CERLS
11.6,1.32,1.98,8.35,0,0,0.3083367531313471,-0.59616596586726,1,CEREALS RTE
4.27,0.8,1.49,1.34,0,0,-0.6144775807189552,-0.2994782085107358,1,CEREALS
1.14,0.198,0.397,0.357,0,0,-0.9268948519866814,-0.2589076567143172,1,CEREALS
1.75,0.25,0.52,0.73,0,0,-0.8614731045568734,-0.27512104801276943,1,CERLS
7.1,1.34,2.59,2.14,0,0,-0.33179857487200254,-0.3332055739550643,1,CEREALS
5.35,1.2,2.53,1.43,0,0,-0.46718701511410277,-0.3033773257331196,1,CERLS
4.67,1.08,2.29,1.12,1,0,-0.5420544416159437,-0.28222559347096476,1,CEREALS
4.69,1.06,2.26,1.05,1,0,-0.5508115611702352,-0.27952423275163996,1,CEREALS
5.0,0.522,3.304,1.13,0,0,-0.4949916483241154,-0.30809210301297024,1,CEREALS RTE
1.2,0.3,0.3,0.6,0,0,-0.9042386111334542,-0.26661291982215923,1,CEREALS RTE
1.2,0.3,0.3,0.6,0,0,-0.9042386111334542,-0.26661291982215923,1,CEREALS RTE
1.5,0.3,0.2,1.0,0,0,-0.8669322183515906,-0.28317039567892344,1,CEREALS RTE
12.0,2.0,4.0,0.0,0,0,-0.19610481081584416,-0.24626239594839808,1,CEREALS RTE
2.8,0.4,1.0,1.4,0,0,-0.7231007388797367,-0.30466905777763115,1,CEREALS RTE
2.1,0.4,0.4,1.3,0,0,-0.7992858747075583,-0.2958579071812123,1,CEREALS RTE
0.43,0.0,0.0,0.0,0,0,-1.024025026233572,-0.244367470845239,1,CEREALS RTE
2.8,0.6,0.6,1.6,0,0,-0.7213907385641278,-0.3067592393750365,1,CEREALS RTE
2.8,0.4,0.7,1.5,0,0,-0.7361883164675453,-0.3070300101064496,1,CEREALS RTE
3.0,0.5,0.8,1.7,0,0,-0.6982438593204119,-0.31436662903529417,1,CEREALS RTE
3.4,1.4,0.5,0.6,0,0,-0.7385910481103921,-0.2497071703239962,1,CEREALS RTE
0.17,0.05,0.03,0.09,0,0,-1.0199482731130038,-0.2469963332578494,1,CEREALS RTE
5.9,4.7,0.5,0.7,0,0,-0.4198960694168209,-0.19384224060151123,1,CEREALS RTE
