Category;Description;Nutrient Data Bank Number;Data,Alpha Carotene;Data,Ash;Data,Beta Carotene;Data,Beta Cryptoxanthin;Data,Carbohydrate;Data,Cholesterol;Data,Choline;Data,Fiber;Data,Kilocalories;Data,Lutein and Zeaxanthin;Data,Lycopene;Data,Manganese;Data,Niacin;Data,Pantothenic Acid;Data,Protein;Data,Refuse Percentage;Data,Retinol;Data,Riboflavin;Data,Selenium;Data,Sugar Total;Data,Thiamin;Data,Water;Data,Fat,Monosaturated Fat;Data,Fat,Polysaturated Fat;Data,Fat,Saturated Fat;Data,Fat,Total Lipid;Data,Household Weights,1st Household Weight;Data,Household Weights,1st Household Weight Description;Data,Household Weights,2nd Household Weight;Data,Household Weights,2nd Household Weight Description;Data,Major Minerals,Calcium;Data,Major Minerals,Copper;Data,Major Minerals,Iron;Data,Major Minerals,Magnesium;Data,Major Minerals,Phosphorus;Data,Major Minerals,Potassium;Data,Major Minerals,Sodium;Data,Major Minerals,Zinc;Data,Vitamins,Vitamin A - IU;Data,Vitamins,Vitamin A - RAE;Data,Vitamins,Vitamin B12;Data,Vitamins,Vitamin B6;Data,Vitamins,Vitamin C;Data,Vitamins,Vitamin E;Data,Vitamins,Vitamin K
SNACKS;SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR;19802,00;0,00;0,15;0,00;0,00;2,25;4,00;0,00;2200000048,00;558,00;0,00;0,00;0,10;5743,00;0,26;0,26;0,00;0,00;0,00;0,13;275999999,00;0,11;0,05;10437,00;18649,00;5512,00;35,76;1,19;1 oz;227,00;1 bag,  (8 oz);58,00;0,06;0,04;20,00;108,00;197,00;896,00;0,00;0,00;0,00;0,03;0,06;0,00;0,22;1,50
SNACKS;SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR;19804,00;0,00;0,09;0,00;0,00;2,33;0,00;0,00;0,00;523,00;0,00;0,00;0,54;0,25;0,10;0,29;0,00;0,00;0,03;0,25;0,00;0,03;0,04;0,41;0,68;0,20;1,34;1,19;1 oz;0,00;;131,00;0,12;0,17;77,00;207,00;236,00;763,00;0,05;611,00;31,00;0,00;0,02;0,05;0,00;0,00
POPCORN;POPCORN,AIR-POPPED,WHITE POPCORN;19806,00;0,00;0,05;0,00;0,00;3,21;0,00;0,00;1510000038,00;382,00;0,00;0,00;0,65;1944,00;0,03;0,50;0,00;0,00;0,20;0,38;0,00;0,14;0,17;0,04;0,05;0,04;0,17;0,33;1 cup;28,00;1 oz;10,00;0,03;0,13;131,00;300,00;301,00;4,00;0,16;27,00;1,00;0,00;0,17;0,00;0,00;0,00
POPCORN;POPCORN,OIL-POPPED,WHITE POPCORN;19807,00;0,00;0,09;0,00;0,00;2,38;0,00;0,00;0,42;500,00;0,00;0,00;0,61;0,08;0,21;0,38;0,00;0,00;0,09;0,29;0,00;0,09;0,09;0,35;0,57;0,23;1,17;0,46;1 cup;28,00;1 oz;10,00;0,15;0,14;108,00;250,00;225,00;884,00;0,13;11,00;1,00;0,00;0,15;0,00;0,00;0,00
POTATO CHIPS;POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,SALTED;19809,00;0,00;0,13;0,00;0,00;2,17;0,00;0,00;4800000191,00;536,00;0,00;0,00;0,03;3827,00;0,28;0,29;0,00;0,00;0,14;0,33;0,00;0,12;0,05;0,75;0,39;0,24;1,42;1,19;1 oz;227,00;1 bag,  (8 oz);24,00;0,21;0,09;67,00;165,00;1275,00;594,00;0,05;0,00;0,00;0,00;0,05;1,29;0,00;0,00
POTATO CHIPS;POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,UNSALTED;19810,00;0,00;0,13;0,00;0,00;2,17;0,00;0,00;4800000191,00;536,00;0,00;0,00;0,03;3827,00;0,28;0,29;0,00;0,00;0,14;0,33;0,00;0,12;0,05;0,75;0,39;0,24;1,42;1,19;1 oz;227,00;1 bag,  (8 oz);24,00;0,21;0,09;67,00;165,00;1275,00;8,00;0,05;0,00;0,00;0,00;0,05;1,29;0,00;0,00
POTATO CHIPS;POTATO CHIPS,PLN,UNSALTED;19811,00;0,00;0,13;0,00;0,00;2,17;0,00;38,00;4800000191,00;536,00;0,00;0,00;0,03;3827,00;0,28;0,29;0,00;0,00;0,14;0,33;0,22;0,12;0,05;0,43;0,51;0,48;1,42;1,19;1 oz;227,00;1 bag,  (8 oz);24,00;0,21;0,09;67,00;165,00;1275,00;8,00;0,05;0,00;0,00;0,00;0,05;1,29;0,38;0,92
PRETZELS;PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED;19812,00;0,00;0,17;0,00;0,00;3,29;0,00;0,00;2799999952,00;381,00;0,00;0,00;1789,00;0,11;0,20;0,38;0,00;0,00;0,00;0,21;0,00;0,01;0,13;0,07;0,06;0,05;0,13;1,19;1 oz;60,00;10 twists;36,00;0,18;0,09;35,00;113,00;146,00;1715,00;0,06;0,00;0,00;0,00;0,08;0,00;0,00;0,00
PRETZELS;PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED;19813,00;0,00;0,17;0,00;0,00;3,29;0,00;0,00;2799999952,00;381,00;0,00;0,00;1789,00;0,11;0,20;0,38;0,00;0,00;0,00;0,21;0,00;0,01;0,13;0,07;0,06;0,05;0,13;1,19;1 oz;60,00;10 twists;36,00;0,18;0,09;35,00;113,00;146,00;289,00;0,06;0,00;0,00;0,00;0,08;0,00;0,00;0,00
SNACKS;SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED;19814,00;0,00;0,17;0,00;0,00;3,29;0,00;24,00;2799999952,00;381,00;0,00;0,00;1789,00;5251,00;0,20;0,38;0,00;0,00;0,43;0,21;2210000038,00;0,32;0,13;0,07;0,06;0,05;0,13;1,19;1 oz;60,00;10 twists;36,00;0,18;0,19;35,00;113,00;146,00;289,00;0,06;0,00;0,00;0,00;0,08;0,00;0,02;0,01
RICE CAKES;RICE CAKES,BROWN RICE,PLN,UNSALTED;19816,00;0,00;0,05;0,00;0,00;3,38;0,00;32,00;4199999809,00;387,00;0,00;0,00;0,18;7806,00;0,04;0,33;0,00;0,00;0,11;1,00;0,88;0,06;0,21;0,04;0,07;0,04;0,09;0,38;1 cake;18,00;2 cakes;11,00;0,31;0,08;131,00;360,00;290,00;26,00;0,13;0,00;0,00;0,00;0,01;0,00;0,06;0,05
RICE CAKES;RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED;19817,00;0,00;0,05;0,00;0,00;3,33;0,00;0,00;0,00;380,00;0,00;0,00;0,26;8096,00;0,05;0,38;0,00;0,00;0,07;0,67;0,00;0,06;0,21;0,05;0,05;0,04;0,13;0,38;1 cake;18,00;2 cakes;11,00;0,03;0,05;151,00;380,00;299,00;4,00;0,09;0,00;0,00;0,00;0,01;0,00;0,00;0,00
RICE CAKES;RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED;19818,00;0,00;0,05;0,00;0,00;3,33;0,00;0,00;0,00;387,00;0,00;0,00;0,22;6602,00;1002,00;0,34;0,00;0,00;0,13;0,83;0,00;0,07;0,25;0,05;0,07;0,04;0,13;0,38;1 cake;18,00;2 cakes;21,00;0,30;0,11;137,00;370,00;294,00;4,00;0,12;0,00;0,00;0,00;0,10;0,00;0,00;0,00
RICE CAKES;RICE CAKES,BROWN RICE,SESAME SD,UNSALTED;19819,00;0,00;0,04;0,00;0,00;3,38;0,00;0,00;0,00;392,00;0,00;0,00;4299,00;7205,00;1461,00;0,30;0,00;0,00;0,09;1,00;0,00;0,05;0,21;0,04;0,05;0,04;0,13;0,38;1 cake;18,00;2 cakes;12,00;0,03;0,08;136,00;375,00;290,00;4,00;0,13;0,00;0,00;0,00;0,11;0,13;0,00;0,00
SESAME STKS;SESAME STKS,WHEAT-BASED,UNSALTED;19820,00;0,00;0,13;0,00;0,00;1,92;0,00;0,00;0,00;541,00;0,00;0,00;0,63;1552,00;0,16;0,42;0,00;0,00;0,06;0,71;0,00;0,09;0,08;0,48;0,74;0,28;1,50;1,19;1 oz;57,00;2 oz;170,00;0,28;0,05;45,00;138,00;177,00;29,00;0,05;88,00;4,00;0,00;0,09;0,00;0,00;0,00
TRAIL MIX;TRAIL MIX,REG,UNSALTED;19821,00;0,00;0,09;0,00;0,00;1,84;0,00;0,00;0,00;462,00;0,00;0,00;1034,00;4712,00;0,62;0,55;0,00;0,00;0,14;0,00;0,00;0,32;0,38;0,54;0,42;0,25;1,21;6,25;1 cup;28,00;1 oz;78,00;0,68;0,13;158,00;345,00;685,00;10,00;0,14;18,00;1,00;0,00;0,21;0,04;0,00;0,00
TRAIL MIX;TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS;19822,00;0,00;0,09;0,00;0,00;1,84;4,00;0,00;0,00;484,00;0,00;0,00;1062,00;4405,00;0,67;0,58;0,00;1,00;0,16;0,00;0,00;0,29;0,25;0,58;0,48;0,25;1,30;6,08;1 cup;28,00;1 oz;109,00;0,59;0,15;161,00;387,00;648,00;27,00;0,13;44,00;3,00;0,00;0,18;0,04;0,00;0,00
POTATO CHIPS;POTATO CHIPS,WO/SALT,RED FAT;19823,00;0,00;0,13;0,00;0,00;2,80;0,00;53,00;6099999905,00;487,00;0,00;0,00;0,00;0,29;0,00;0,29;0,00;0,00;0,02;0,33;0,22;0,01;0,04;0,17;0,48;0,18;0,84;1,19;1 oz;0,00;;21,00;0,24;0,07;89,00;193,00;1744,00;8,00;0,04;0,00;0,00;0,00;0,05;1,05;0,24;0,54
TORTILLA CHIPS;TORTILLA CHIPS,LOFAT,UNSALTED;19833,00;24,00;0,04;37,00;0,00;3,33;0,00;23,00;5300000191,00;416,00;507,00;0,00;0,00;0,03;0,00;0,46;0,00;0,00;0,02;0,63;0,85;0,02;0,05;0,09;0,14;0,06;0,21;1,19;1 oz;0,00;;159,00;0,01;0,05;97,00;318,00;272,00;15,00;0,05;82,00;4,00;0,00;0,01;0,00;0,16;0,84
FROZEN NOVELTIES;FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS;19856,00;0,00;0,01;0,00;0,00;0,84;0,00;0,00;0,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1456999969,00;0,00;79,96;0,00;0,00;0,00;0,02;1,40;1 serving,  1,2 fl oz pop;0,00;;5,00;0,00;0,00;3,00;2,00;23,00;13,00;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,00
SNACKS;SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR;19857,00;0,00;0,09;0,00;0,00;2,59;3,00;0,00;5300000191,00;498,00;0,00;0,00;0,28;0,17;0,02;0,30;0,00;6,00;0,02;0,54;0,00;0,00;0,05;0,63;0,16;0,17;1,05;1,19;1 oz;0,00;;147,00;0,12;0,13;82,00;244,00;216,00;708,00;0,04;371,00;24,00;0,00;0,20;0,05;0,00;0,00
CANDIES;CANDIES,SUGAR-COATED ALMONDS;19858,00;0,00;0,08;2,00;0,00;2,85;0,00;26,00;0,09;474,00;1,00;0,00;1121,00;0,04;0,11;0,42;0,00;0,00;0,02;0,05;2,59;0,00;0,09;12078,00;3904,00;1948,00;0,77;0,13;1 piece;0,00;;100,00;0,41;0,05;137,00;166,00;255,00;13,00;0,08;3,00;0,00;0,00;0,00;0,00;0,53;0,00
COCOA;COCOA,DRY PDR,HI-FAT OR BRKFST,PLN;19859,00;0,00;0,21;0,00;0,00;2,00;0,00;12,00;2979999924,00;299,00;34,00;0,00;0,00;0,05;0,00;0,67;0,00;0,00;0,03;0,50;1549999952,00;0,01;0,13;0,32;0,53;0,54;1,01;0,21;1 tbsp;0,00;;122,00;0,17;0,59;519,00;758,00;1574,00;20,00;0,25;0,00;0,00;0,00;0,01;0,00;0,01;0,09
COCOA;COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI;19860,00;0,00;0,30;0,00;0,00;1,88;0,00;11,00;3390000153,00;295,00;33,00;0,00;0,00;0,05;0,00;0,67;0,00;0,00;0,03;0,50;1529999971,00;0,01;0,13;0,32;0,53;0,54;1,01;0,00;;0,00;;122,00;0,17;0,59;476,00;758,00;2509,00;20,00;0,25;0,00;0,00;0,00;0,01;0,00;0,01;0,17
CANDIES;CANDIES,SOFT FRUIT & NUT SQUARES;19866,00;0,00;0,00;2,00;0,00;73,81;0,00;6,00;2400000095,00;390,00;3,00;0,00;0,37;0,12;0,08;0,10;0,00;0,00;0,04;0,04;4595000076,00;0,05;0,60;1297,00;0,31;0,62;0,41;0,00;;0,00;;17,00;0,21;0,06;25,00;54,00;82,00;131,00;0,04;3,00;0,00;0,00;0,08;0,00;0,00;0,00
ICE CREAMS;ICE CREAMS,VANILLA,FAT FREE;19867,00;0,00;0,05;23,00;0,00;1,25;0,00;24,00;0,04;138,00;0,00;0,00;0,00;0,01;0,00;0,20;0,00;198,00;0,17;0,09;6300000191,00;0,05;2,69;0,00;0,00;0,00;0,00;0,00;;0,00;;149,00;0,03;0,00;21,00;150,00;302,00;97,00;0,05;698,00;200,00;0,03;0,05;0,00;0,00;0,00
SWEETENERS;SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS;19868,00;0,00;0,00;0,00;0,00;89,97;0,00;0,00;0,00;331,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8033000183,00;0,00;0,39;0,00;0,00;0,00;0,00;0,07;1 serving,  1 packet;0,00;;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS;19871,00;0,00;0,05;1,00;0,00;0,94;2,00;12,00;1600000024,00;105,00;0,00;0,00;0,01;0,08;0,00;0,13;0,00;7,00;0,01;0,09;3930000067,00;0,04;71,85;0,11;0,09;0,41;0,07;3,52;1 serving;0,00;;101,00;0,02;0,07;15,00;106,00;196,00;102,00;0,00;25,00;7,00;0,03;0,04;0,00;0,00;0,13
FROZEN NOVELTIES;FROZEN NOVELTIES,FAT FREE FUDGESICLE BARS;19872,00;0,00;0,06;0,00;0,00;26,94;3,00;0,00;1700000048,00;127,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;2010000038,00;0,00;65,94;0,00;0,00;0,03;0,05;2,09;1 serving,  1 pop;0,00;;159,00;0,00;0,06;0,00;0,00;0,00;94,00;0,00;4,00;0,00;0,00;0,00;0,04;0,00;0,00
FROZ NOVELTIES;FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE;19873,00;0,00;0,00;0,00;0,00;0,22;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1519999981,00;0,00;3,92;0,00;0,00;0,00;0,00;54,68;1 serving,  1,75 fl oz pop;0,00;;0,00;0,00;0,05;1,00;0,00;11,00;10,00;0,03;0,00;0,00;0,00;0,00;0,42;0,00;0,00
FRZ NVL;FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED;19874,00;0,00;0,02;0,00;0,00;1,25;7,00;0,00;0,25;124,00;0,00;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,00;7099999905,00;0,00;2,66;0,00;0,00;0,04;0,10;3,11;1 serving,  3,5 fl oz bar;0,00;;138,00;0,00;0,05;0,00;0,00;0,00;120,00;0,00;49,00;0,00;0,00;0,00;0,01;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,ALL NAT LT VANILLA;19875,00;0,00;0,03;0,00;0,00;1,04;15,00;0,00;0,20;162,00;0,00;0,00;0,00;0,00;0,00;0,23;0,00;0,00;0,00;0,00;2278000069,00;0,00;64,89;0,00;0,00;0,14;0,21;2,83;1 serving,  1/2 cup;0,00;;169,00;0,00;0,00;0,00;0,00;0,00;71,00;0,00;437,00;0,00;0,00;0,00;0,04;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA;19876,00;0,00;0,06;0,00;0,00;1,09;53,00;0,00;0,20;173,00;0,00;0,00;0,00;0,00;0,00;0,22;0,00;0,00;0,00;0,00;2111000061,00;0,00;62,71;0,00;0,00;0,14;0,25;2,83;1 serving,  1/2 cup;0,00;;155,00;0,00;0,01;0,00;0,00;0,00;73,00;0,00;489,00;0,00;0,00;0,00;0,01;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,98% FAT FREE VANILLA;19877,00;0,00;0,04;0,00;0,00;1,29;8,00;0,00;5400000095,00;137,00;0,00;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;0,00;2093000031,00;0,00;2,65;0,00;0,00;0,07;0,08;2,83;1 serving,  1/2 cup;0,00;;122,00;0,00;0,01;0,00;0,00;0,00;73,00;0,00;268,00;0,00;0,00;0,00;0,01;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY;19878,00;0,00;0,08;0,00;0,00;1,09;14,00;0,00;0,40;161,00;0,00;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,00;2246999931,00;0,00;2,65;0,00;0,00;0,09;0,19;2,83;1 serving,  1/2 cup;0,00;;158,00;0,00;0,02;0,00;0,00;0,00;69,00;0,00;417,00;0,00;0,00;0,00;0,05;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP;19879,00;0,00;0,05;0,00;0,00;1,19;15,00;0,00;0,60;196,00;0,00;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,00;2537999916,00;0,00;2,47;0,00;0,00;0,20;0,30;2,83;1 serving,  1/2 cup;0,00;;160,00;0,00;0,04;0,00;0,00;0,00;67,00;0,00;404,00;0,00;0,00;0,00;0,04;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN;19880,00;0,00;0,06;0,00;0,00;0,88;18,00;0,00;0,90;180,00;0,00;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,00;5900000095,00;0,00;2,66;0,00;0,00;0,18;0,42;2,83;1 serving,  1/2 cup;0,00;;130,00;0,00;0,01;0,00;0,00;0,00;164,00;0,00;281,00;0,00;0,00;0,00;0,01;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA;19881,00;0,00;0,06;0,00;0,00;0,89;53,00;0,00;0,00;154,00;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,00;7699999809,00;0,00;2,78;0,00;0,00;0,18;0,30;2,83;1 serving,  1/2 cup;0,00;;151,00;0,00;0,01;0,00;0,00;0,00;87,00;0,00;345,00;0,00;0,00;0,00;0,01;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA;19882,00;0,00;0,06;0,00;0,00;0,94;18,00;0,00;0,00;143,00;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,00;6090000153,00;0,00;67,86;0,00;0,00;0,13;0,25;2,88;1 serving,  1/2 cup;0,00;;133,00;0,00;0,01;0,00;0,00;0,00;66,00;0,00;291,00;0,00;0,00;0,00;0,01;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL;19883,00;0,00;0,05;0,00;0,00;25,63;16,00;0,00;0,80;153,00;0,00;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,00;5489999771,00;0,00;2,67;0,00;0,00;0,16;0,26;3,00;1 serving,  1/2 cup;0,00;;121,00;0,00;0,03;0,00;0,00;0,00;72,00;0,00;262,00;0,00;0,00;0,00;0,00;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY;19884,00;0,00;0,07;0,00;0,00;0,88;18,00;0,00;0,70;143,00;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,00;6150000095,00;0,00;2,82;0,00;0,00;0,19;0,27;2,83;1 serving,  1/2 cup;0,00;;132,00;0,00;0,02;0,00;0,00;0,00;68,00;0,00;292,00;0,00;0,00;0,00;0,01;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE;19885,00;0,00;0,07;0,00;0,00;44,75;3,00;0,00;3799999952,00;222,00;0,00;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,00;24,75;0,00;1,96;0,00;0,00;0,07;0,17;78,79;1 serving,  1 cone;0,00;;122,00;0,00;0,02;0,00;0,00;0,00;160,00;0,00;258,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE;19886,00;0,00;0,07;0,00;0,00;1,90;2,00;0,00;4300000191,00;224,00;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,00;2462000084,00;0,00;1,91;0,00;0,00;1001,00;0,17;78,74;1 serving,  1 cone;0,00;;125,00;0,00;0,05;0,00;0,00;0,00;159,00;0,00;259,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH;19887,00;0,00;0,06;0,00;0,00;1,83;4,00;0,00;4300000191,00;211,00;0,00;0,00;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,00;2181999969,00;0,00;46,65;0,00;0,00;0,05;0,11;63,69;1 serving,  1 sandwich;0,00;;142,00;0,00;0,03;0,00;0,00;0,00;191,00;0,00;288,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH;19888,00;0,00;0,05;0,00;0,00;1,84;4,00;0,00;4800000191,00;212,00;0,00;0,00;0,00;0,00;0,00;0,26;0,00;0,00;0,00;0,00;0,88;0,00;1,95;0,00;0,00;0,06;0,11;2,67;1 serving,  1 sandwich;0,00;;144,00;0,00;0,07;0,00;0,00;0,00;188,00;0,00;378,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH;19889,00;0,00;0,06;0,00;0,00;1,84;4,00;0,00;4300000191,00;210,00;0,00;0,00;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,00;2180999947,00;0,00;46,65;0,00;0,00;0,05;0,11;63,69;1 serving,  1 sandwich;0,00;;142,00;0,00;0,03;0,00;0,00;0,00;191,00;0,00;288,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVL;FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR;19890,00;0,00;0,05;0,00;0,00;1,13;8,00;0,00;4800000191,00;224,00;0,00;0,00;0,00;0,00;0,00;0,22;0,00;0,00;0,00;0,00;8640000343,00;0,00;54,69;0,00;0,00;0,41;0,52;0,00;;0,00;;289,00;0,00;0,03;0,00;0,00;0,00;86,00;0,00;289,00;0,00;0,00;0,00;0,04;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS;19891,00;0,00;0,03;0,00;0,00;0,62;3,00;0,00;0,30;57,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,00;0,14;0,00;3,44;0,00;0,00;0,03;0,06;1,83;1 serving,  1 pop;0,00;;137,00;0,00;0,02;0,00;0,00;0,00;41,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00
FROZEN NOVELTIES;FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS;19892,00;0,00;0,03;0,00;0,00;0,52;0,00;0,00;0,30;49,00;0,00;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,00;0,43;0,00;83,91;0,00;0,00;0,08;0,11;3,33;1 serving,  2 pops;0,00;;23,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC;19893,00;0,00;0,05;0,00;0,00;29,68;41,00;0,00;0,04;201,00;0,00;0,00;0,00;0,00;0,00;0,21;0,00;0,00;0,00;0,00;2404000092,00;0,00;2,37;0,00;0,00;0,19;0,31;2,83;1 serving,  1/2 cup;0,00;;158,00;0,00;0,06;0,00;0,00;0,00;75,00;0,00;446,00;0,00;0,00;0,00;0,04;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,98% FAT FREE CHOC;19894,00;0,00;0,04;0,00;0,00;1,26;7,00;0,00;5800000191,00;136,00;0,00;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,00;2029000092,00;0,00;2,63;0,00;0,00;0,07;0,10;2,83;1 serving,  1/2 cup;0,00;;126,00;0,00;0,06;0,00;0,00;0,00;75,00;0,00;255,00;0,00;0,00;0,00;0,00;0,00;0,00
ICE CREAMS;ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL;19895,00;0,00;0,05;0,00;0,00;1,05;16,00;0,00;0,04;151,00;0,00;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,00;5809999943,00;0,00;64,71;0,00;0,00;0,17;0,21;2,96;1 serving,  1/2 cup;0,00;;121,00;0,00;0,04;0,00;0,00;0,00;77,00;0,00;266,00;0,00;0,00;0,00;0,00;0,00;0,00
CANDIES;CANDIES,REESE'S FAST BREAK,CANDY BAR;19896,00;0,00;0,09;0,00;0,00;2,63;9,00;21,00;3599999905,00;495,00;0,00;0,00;0,50;2789,00;0,37;0,40;0,00;14,00;0,08;0,13;5356999969,00;0,08;0,09;8104,00;4241,00;8036,00;0,97;2,33;1 serving,  1 bar;0,00;;36,00;0,22;0,04;60,00;156,00;257,00;321,00;0,07;49,00;14,00;0,01;0,06;0,00;0,12;0,05
CANDIES;CANDIES,MASTERFOODS USA,COCOAVIA CHOC COVERED ALMONDS;19897,00;0,00;0,05;0,00;0,00;43,82;0,00;0,00;1039999962,00;510,00;0,00;0,00;0,00;0,00;0,00;0,41;0,00;0,00;0,00;0,00;2692000008,00;0,00;0,05;0,00;0,00;11745,00;1,55;1,17;1 serving, 1oz pack;0,00;;840,00;0,00;0,16;0,00;0,00;0,00;9,00;0,00;20,00;0,00;0,09;0,50;1,13;0,22;0,00
ICE CREAMS;ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA;19898,00;0,00;0,01;19,00;0,00;0,69;32,00;26,00;4800000191,00;190,00;0,00;0,00;0,01;0,08;0,40;0,14;0,00;116,00;0,02;0,09;6349999905,00;0,04;2,82;0,14;0,03;0,30;0,50;2,42;1 individual,  (3,5 fl oz);66,00;,5 cup,  (4 fl oz);128,00;0,02;0,01;14,00;105,00;199,00;48,00;0,05;418,00;118,00;0,03;0,05;0,00;0,00;0,00
ICE CREAMS;ICE CREAMS,REG,LO CARBOHYDRATE,CHOC;19899,00;0,00;0,04;19,00;0,00;0,69;34,00;22,00;4800000191,00;193,00;0,00;0,00;0,01;0,16;0,38;0,13;0,00;116,00;0,13;0,09;6349999905,00;0,04;66,63;3712,00;0,33;7864,00;0,50;2,42;1 individual,  (3,5 fl oz);0,00;;109,00;0,09;0,06;29,00;107,00;249,00;76,00;0,04;419,00;118,00;0,02;0,06;0,00;0,00;0,00
